i,j,x,y,topological_charge_density
6,61,6,61,6.39884e-06
7,61,7,61,6.82812e-06
8,61,8,61,7.29336e-06
9,61,9,61,7.79815e-06
10,61,10,61,8.34654e-06
11,61,11,61,8.943e-06
12,61,12,61,9.59259e-06
13,61,13,61,1.03009e-05
14,61,14,61,1.10744e-05
15,61,15,61,1.19201e-05
16,61,16,61,1.28461e-05
17,61,17,61,1.38614e-05
18,61,18,61,1.49763e-05
19,61,19,61,1.62025e-05
20,61,20,61,1.75529e-05
21,61,21,61,1.90426e-05
22,61,22,61,2.06886e-05
23,61,23,61,2.25102e-05
24,61,24,61,2.45295e-05
25,61,25,61,2.67716e-05
26,61,26,61,2.92656e-05
27,61,27,61,3.20445e-05
28,61,28,61,3.51463e-05
29,61,29,61,3.86147e-05
30,61,30,61,4.24999e-05
31,61,31,61,4.686e-05
32,61,32,61,5.17616e-05
33,61,33,61,5.72818e-05
34,61,34,61,6.35097e-05
35,61,35,61,7.0548e-05
36,61,36,61,7.85152e-05
37,61,37,61,8.75481e-05
38,61,38,61,9.78041e-05
39,61,39,61,0.000109464
40,61,40,61,0.000122736
41,61,41,61,0.000137856
42,61,42,61,0.000155092
43,61,43,61,0.000174746
44,61,44,61,0.000197154
45,61,45,61,0.000222684
46,61,46,61,0.000251733
47,61,47,61,0.000284718
48,61,48,61,0.00032206
49,61,49,61,0.000364158
50,61,50,61,0.000411358
51,61,51,61,0.000463904
52,61,52,61,0.000521874
53,61,53,61,0.000585105
54,61,54,61,0.000653103
55,61,55,61,0.000724953
56,61,56,61,0.000799244
57,61,57,61,0.000874013
58,61,58,61,0.000946762
59,61,59,61,0.00101454
60,61,60,61,0.00107413
61,61,61,61,0.00112233
62,61,62,61,0.00115629
63,61,63,61,0.00117384
64,61,64,61,0.00117384
65,61,65,61,0.00115629
66,61,66,61,0.00112233
67,61,67,61,0.00107413
68,61,68,61,0.00101454
69,61,69,61,0.000946762
70,61,70,61,0.000874013
71,61,71,61,0.000799244
72,61,72,61,0.000724953
73,61,73,61,0.000653103
74,61,74,61,0.000585105
75,61,75,61,0.000521874
76,61,76,61,0.000463904
77,61,77,61,0.000411358
78,61,78,61,0.000364158
79,61,79,61,0.00032206
80,61,80,61,0.000284718
81,61,81,61,0.000251733
82,61,82,61,0.000222684
83,61,83,61,0.000197154
84,61,84,61,0.000174746
85,61,85,61,0.000155092
86,61,86,61,0.000137856
87,61,87,61,0.000122736
88,61,88,61,0.000109464
89,61,89,61,9.78041e-05
90,61,90,61,8.75481e-05
91,61,91,61,7.85152e-05
92,61,92,61,7.0548e-05
93,61,93,61,6.35097e-05
94,61,94,61,5.72818e-05
95,61,95,61,5.17616e-05
96,61,96,61,4.686e-05
97,61,97,61,4.24999e-05
98,61,98,61,3.86147e-05
99,61,99,61,3.51463e-05
100,61,100,61,3.20445e-05
101,61,101,61,2.92656e-05
102,61,102,61,2.67716e-05
103,61,103,61,2.45295e-05
104,61,104,61,2.25102e-05
105,61,105,61,2.06886e-05
106,61,106,61,1.90426e-05
107,61,107,61,1.75529e-05
108,61,108,61,1.62025e-05
109,61,109,61,1.49763e-05
110,61,110,61,1.38614e-05
111,61,111,61,1.28461e-05
112,61,112,61,1.19201e-05
113,61,113,61,1.10744e-05
114,61,114,61,1.03009e-05
115,61,115,61,9.59259e-06
116,61,116,61,8.943e-06
117,61,117,61,8.34654e-06
118,61,118,61,7.79815e-06
119,61,119,61,7.29336e-06
120,61,120,61,6.82812e-06
121,61,121,61,6.39884e-06
122,61,122,61,6.00228e-06
123,61,123,61,5.63555e-06
124,61,124,61,5.29602e-06
125,61,125,61,4.98135e-06
126,61,126,61,4.6894e-06
127,61,127,61,0.000248487
0,62,0,62,0.000249442
1,62,1,62,4.69842e-06
2,62,2,62,4.99121e-06
3,62,3,62,5.30684e-06
4,62,4,62,5.64742e-06
5,62,5,62,6.01534e-06
6,62,6,62,6.41321e-06
7,62,7,62,6.84396e-06
8,62,8,62,7.31084e-06
9,62,9,62,7.81749e-06
10,62,10,62,8.36795e-06
11,62,11,62,8.96675e-06
12,62,12,62,9.61897e-06
13,62,13,62,1.03303e-05
14,62,14,62,1.11071e-05
15,62,15,62,1.19567e-05
16,62,16,62,1.2887e-05
17,62,17,62,1.39073e-05
18,62,18,62,1.50278e-05
19,62,19,62,1.62604e-05
20,62,20,62,1.76183e-05
21,62,21,62,1.91165e-05
22,62,22,62,2.07723e-05
23,62,23,62,2.26051e-05
24,62,24,62,2.46375e-05
25,62,25,62,2.68948e-05
26,62,26,62,2.94064e-05
27,62,27,62,3.22059e-05
28,62,28,62,3.53317e-05
29,62,29,62,3.88282e-05
30,62,30,62,4.27465e-05
31,62,31,62,4.71455e-05
32,62,32,62,5.20931e-05
33,62,33,62,5.76679e-05
34,62,34,62,6.39606e-05
35,62,35,62,7.10759e-05
36,62,36,62,7.91352e-05
37,62,37,62,8.82784e-05
38,62,38,62,9.86667e-05
39,62,39,62,0.000110486
40,62,40,62,0.00012395
41,62,41,62,0.000139301
42,62,42,62,0.000156817
43,62,43,62,0.00017681
44,62,44,62,0.000199628
45,62,45,62,0.000225656
46,62,46,62,0.000255308
47,62,47,62,0.00028902
48,62,48,62,0.000327238
49,62,49,62,0.000370388
50,62,50,62,0.000418843
51,62,51,62,0.000472874
52,62,52,62,0.000532585
53,62,53,62,0.000597829
54,62,54,62,0.000668118
55,62,55,62,0.000742525
56,62,56,62,0.000819598
57,62,57,62,0.000897304
58,62,58,62,0.000973036
59,62,59,62,0.0010437
60,62,60,62,0.00110591
61,62,61,62,0.00115629
62,62,62,62,0.0011918
63,62,63,62,0.00121017
64,62,64,62,0.00121017
65,62,65,62,0.0011918
66,62,66,62,0.00115629
67,62,67,62,0.00110591
68,62,68,62,0.0010437
69,62,69,62,0.000973036
70,62,70,62,0.000897304
71,62,71,62,0.000819598
72,62,72,62,0.000742525
73,62,73,62,0.000668118
74,62,74,62,0.000597829
75,62,75,62,0.000532585
76,62,76,62,0.000472874
77,62,77,62,0.000418843
78,62,78,62,0.000370388
79,62,79,62,0.000327238
80,62,80,62,0.00028902
81,62,81,62,0.000255308
82,62,82,62,0.000225656
83,62,83,62,0.000199628
84,62,84,62,0.00017681
85,62,85,62,0.000156817
86,62,86,62,0.000139301
87,62,87,62,0.00012395
88,62,88,62,0.000110486
89,62,89,62,9.86667e-05
90,62,90,62,8.82784e-05
91,62,91,62,7.91352e-05
92,62,92,62,7.10759e-05
93,62,93,62,6.39606e-05
94,62,94,62,5.76679e-05
95,62,95,62,5.20931e-05
96,62,96,62,4.71455e-05
97,62,97,62,4.27465e-05
98,62,98,62,3.88282e-05
99,62,99,62,3.53317e-05
100,62,100,62,3.22059e-05
101,62,101,62,2.94064e-05
102,62,102,62,2.68948e-05
103,62,103,62,2.46375e-05
104,62,104,62,2.26051e-05
105,62,105,62,2.07723e-05
106,62,106,62,1.91165e-05
107,62,107,62,1.76183e-05
108,62,108,62,1.62604e-05
109,62,109,62,1.50278e-05
110,62,110,62,1.39073e-05
111,62,111,62,1.2887e-05
112,62,112,62,1.19567e-05
113,62,113,62,1.11071e-05
114,62,114,62,1.03303e-05
115,62,115,62,9.61897e-06
116,62,116,62,8.96675e-06
117,62,117,62,8.36795e-06
118,62,118,62,7.81749e-06
119,62,119,62,7.31084e-06
120,62,120,62,6.84396e-06
121,62,121,62,6.41321e-06
122,62,122,62,6.01534e-06
123,62,123,62,5.64742e-06
124,62,124,62,5.30684e-06
125,62,125,62,4.99121e-06
126,62,126,62,4.69842e-06
127,62,127,62,0.000249442
0,63,0,63,0.000249921
1,63,1,63,4.70293e-06
2,63,2,63,4.99616e-06
3,63,3,63,5.31226e-06
4,63,4,63,5.65338e-06
5,63,5,63,6.02188e-06
6,63,6,63,6.42041e-06
7,63,7,63,6.8519e-06
8,63,8,63,7.31961e-06
9,63,9,63,7.82718e-06
10,63,10,63,8.37868e-06
11,63,11,63,8.97866e-06
12,63,12,63,9.6322e-06
13,63,13,63,1.0345e-05
14,63,14,63,1.11236e-05
15,63,15,63,1.1975e-05
16,63,16,63,1.29075e-05
17,63,17,63,1.39303e-05
18,63,18,63,1.50537e-05
19,63,19,63,1.62895e-05
20,63,20,63,1.76511e-05
21,63,21,63,1.91536e-05
22,63,22,63,2.08143e-05
23,63,23,63,2.26528e-05
24,63,24,63,2.46918e-05
25,63,25,63,2.69567e-05
26,63,26,63,2.94772e-05
27,63,27,63,3.2287e-05
28,63,28,63,3.54249e-05
29,63,29,63,3.89356e-05
30,63,30,63,4.28706e-05
31,63,31,63,4.72892e-05
32,63,32,63,5.22601e-05
33,63,33,63,5.78624e-05
34,63,34,63,6.41878e-05
35,63,35,63,7.13422e-05
36,63,36,63,7.9448e-05
37,63,37,63,8.86469e-05
38,63,38,63,9.91023e-05
39,63,39,63,0.000111002
40,63,40,63,0.000124563
41,63,41,63,0.000140032
42,63,42,63,0.00015769
43,63,43,63,0.000177856
44,63,44,63,0.000200883
45,63,45,63,0.000227164
46,63,46,63,0.000257123
47,63,47,63,0.000291208
48,63,48,63,0.000329874
49,63,49,63,0.000373563
50,63,50,63,0.000422662
51,63,51,63,0.000477457
52,63,52,63,0.000538064
53,63,53,63,0.000604346
54,63,54,63,0.00067582
55,63,55,63,0.000751551
56,63,56,63,0.000830068
57,63,57,63,0.0009093
58,63,58,63,0.000986584
59,63,59,63,0.00105875
60,63,60,63,0.00112233
61,63,61,63,0.00117384
62,63,62,63,0.00121017
63,63,63,63,0.00122897
64,63,64,63,0.00122897
65,63,65,63,0.00121017
66,63,66,63,0.00117384
67,63,67,63,0.00112233
68,63,68,63,0.00105875
69,63,69,63,0.000986584
70,63,70,63,0.0009093
71,63,71,63,0.000830068
72,63,72,63,0.000751551
73,63,73,63,0.00067582
74,63,74,63,0.000604346
75,63,75,63,0.000538064
76,63,76,63,0.000477457
77,63,77,63,0.000422662
78,63,78,63,0.000373563
79,63,79,63,0.000329874
80,63,80,63,0.000291208
81,63,81,63,0.000257123
82,63,82,63,0.000227164
83,63,83,63,0.000200883
84,63,84,63,0.000177856
85,63,85,63,0.00015769
86,63,86,63,0.000140032
87,63,87,63,0.000124563
88,63,88,63,0.000111002
89,63,89,63,9.91023e-05
90,63,90,63,8.86469e-05
91,63,91,63,7.9448e-05
92,63,92,63,7.13422e-05
93,63,93,63,6.41878e-05
94,63,94,63,5.78624e-05
95,63,95,63,5.22601e-05
96,63,96,63,4.72892e-05
97,63,97,63,4.28706e-05
98,63,98,63,3.89356e-05
99,63,99,63,3.54249e-05
100,63,100,63,3.2287e-05
101,63,101,63,2.94772e-05
102,63,102,63,2.69567e-05
103,63,103,63,2.46918e-05
104,63,104,63,2.26528e-05
105,63,105,63,2.08143e-05
106,63,106,63,1.91536e-05
107,63,107,63,1.76511e-05
108,63,108,63,1.62895e-05
109,63,109,63,1.50537e-05
110,63,110,63,1.39303e-05
111,63,111,63,1.29075e-05
112,63,112,63,1.1975e-05
113,63,113,63,1.11236e-05
114,63,114,63,1.0345e-05
115,63,115,63,9.6322e-06
116,63,116,63,8.97866e-06
117,63,117,63,8.37868e-06
118,63,118,63,7.82718e-06
119,63,119,63,7.31961e-06
120,63,120,63,6.8519e-06
121,63,121,63,6.42041e-06
122,63,122,63,6.02188e-06
123,63,123,63,5.65338e-06
124,63,124,63,5.31226e-06
125,63,125,63,4.99616e-06
126,63,126,63,4.70293e-06
127,63,127,63,0.000249921
0,64,0,64,0.000249921
1,64,1,64,4.70293e-06
2,64,2,64,4.99616e-06
3,64,3,64,5.31226e-06
4,64,4,64,5.65338e-06
5,64,5,64,6.02188e-06
6,64,6,64,6.42041e-06
7,64,7,64,6.8519e-06
8,64,8,64,7.31961e-06
9,64,9,64,7.82718e-06
10,64,10,64,8.37868e-06
11,64,11,64,8.97866e-06
12,64,12,64,9.6322e-06
13,64,13,64,1.0345e-05
14,64,14,64,1.11236e-05
15,64,15,64,1.1975e-05
16,64,16,64,1.29075e-05
17,64,17,64,1.39303e-05
18,64,18,64,1.50537e-05
19,64,19,64,1.62895e-05
20,64,20,64,1.76511e-05
21,64,21,64,1.91536e-05
22,64,22,64,2.08143e-05
23,64,23,64,2.26528e-05
24,64,24,64,2.46918e-05
25,64,25,64,2.69567e-05
26,64,26,64,2.94772e-05
27,64,27,64,3.2287e-05
28,64,28,64,3.54249e-05
29,64,29,64,3.89356e-05
30,64,30,64,4.28706e-05
31,64,31,64,4.72892e-05
32,64,32,64,5.22601e-05
33,64,33,64,5.78624e-05
34,64,34,64,6.41878e-05
35,64,35,64,7.13422e-05
36,64,36,64,7.9448e-05
37,64,37,64,8.86469e-05
38,64,38,64,9.91023e-05
39,64,39,64,0.000111002
40,64,40,64,0.000124563
41,64,41,64,0.000140032
42,64,42,64,0.00015769
43,64,43,64,0.000177856
44,64,44,64,0.000200883
45,64,45,64,0.000227164
46,64,46,64,0.000257123
47,64,47,64,0.000291208
48,64,48,64,0.000329874
49,64,49,64,0.000373563
50,64,50,64,0.000422662
51,64,51,64,0.000477457
52,64,52,64,0.000538064
53,64,53,64,0.000604346
54,64,54,64,0.00067582
55,64,55,64,0.000751551
56,64,56,64,0.000830068
57,64,57,64,0.0009093
58,64,58,64,0.000986584
59,64,59,64,0.00105875
60,64,60,64,0.00112233
61,64,61,64,0.00117384
62,64,62,64,0.00121017
63,64,63,64,0.00122897
64,64,64,64,0.00122897
65,64,65,64,0.00121017
66,64,66,64,0.00117384
67,64,67,64,0.00112233
68,64,68,64,0.00105875
69,64,69,64,0.000986584
70,64,70,64,0.0009093
71,64,71,64,0.000830068
72,64,72,64,0.000751551
73,64,73,64,0.00067582
74,64,74,64,0.000604346
75,64,75,64,0.000538064
76,64,76,64,0.000477457
77,64,77,64,0.000422662
78,64,78,64,0.000373563
79,64,79,64,0.000329874
80,64,80,64,0.000291208
81,64,81,64,0.000257123
82,64,82,64,0.000227164
83,64,83,64,0.000200883
84,64,84,64,0.000177856
85,64,85,64,0.00015769
86,64,86,64,0.000140032
87,64,87,64,0.000124563
88,64,88,64,0.000111002
89,64,89,64,9.91023e-05
90,64,90,64,8.86469e-05
91,64,91,64,7.9448e-05
92,64,92,64,7.13422e-05
93,64,93,64,6.41878e-05
94,64,94,64,5.78624e-05
95,64,95,64,5.22601e-05
96,64,96,64,4.72892e-05
97,64,97,64,4.28706e-05
98,64,98,64,3.89356e-05
99,64,99,64,3.54249e-05
100,64,100,64,3.2287e-05
101,64,101,64,2.94772e-05
102,64,102,64,2.69567e-05
103,64,103,64,2.46918e-05
104,64,104,64,2.26528e-05
105,64,105,64,2.08143e-05
106,64,106,64,1.91536e-05
107,64,107,64,1.76511e-05
108,64,108,64,1.62895e-05
109,64,109,64,1.50537e-05
110,64,110,64,1.39303e-05
111,64,111,64,1.29075e-05
112,64,112,64,1.1975e-05
113,64,113,64,1.11236e-05
114,64,114,64,1.0345e-05
115,64,115,64,9.6322e-06
116,64,116,64,8.97866e-06
117,64,117,64,8.37868e-06
118,64,118,64,7.82718e-06
119,64,119,64,7.31961e-06
120,64,120,64,6.8519e-06
121,64,121,64,6.42041e-06
122,64,122,64,6.02188e-06
123,64,123,64,5.65338e-06
124,64,124,64,5.31226e-06
125,64,125,64,4.99616e-06
126,64,126,64,4.70293e-06
127,64,127,64,0.000249921
0,65,0,65,0.000249442
1,65,1,65,4.69842e-06
2,65,2,65,4.99121e-06
3,65,3,65,5.30684e-06
4,65,4,65,5.64742e-06
5,65,5,65,6.01534e-06
6,65,6,65,6.41321e-06
7,65,7,65,6.84396e-06
8,65,8,65,7.31084e-06
9,65,9,65,7.81749e-06
10,65,10,65,8.36795e-06
11,65,11,65,8.96675e-06
12,65,12,65,9.61897e-06
13,65,13,65,1.03303e-05
14,65,14,65,1.11071e-05
15,65,15,65,1.19567e-05
16,65,16,65,1.2887e-05
17,65,17,65,1.39073e-05
18,65,18,65,1.50278e-05
19,65,19,65,1.62604e-05
20,65,20,65,1.76183e-05
21,65,21,65,1.91165e-05
22,65,22,65,2.07723e-05
23,65,23,65,2.26051e-05
24,65,24,65,2.46375e-05
25,65,25,65,2.68948e-05
26,65,26,65,2.94064e-05
27,65,27,65,3.22059e-05
28,65,28,65,3.53317e-05
29,65,29,65,3.88282e-05
30,65,30,65,4.27465e-05
31,65,31,65,4.71455e-05
32,65,32,65,5.20931e-05
33,65,33,65,5.76679e-05
34,65,34,65,6.39606e-05
35,65,35,65,7.10759e-05
36,65,36,65,7.91352e-05
37,65,37,65,8.82784e-05
38,65,38,65,9.86667e-05
39,65,39,65,0.000110486
40,65,40,65,0.00012395
41,65,41,65,0.000139301
42,65,42,65,0.000156817
43,65,43,65,0.00017681
44,65,44,65,0.000199628
45,65,45,65,0.000225656
46,65,46,65,0.000255308
47,65,47,65,0.00028902
48,65,48,65,0.000327238
49,65,49,65,0.000370388
50,65,50,65,0.000418843
51,65,51,65,0.000472874
52,65,52,65,0.000532585
53,65,53,65,0.000597829
54,65,54,65,0.000668118
55,65,55,65,0.000742525
56,65,56,65,0.000819598
57,65,57,65,0.000897304
58,65,58,65,0.000973036
59,65,59,65,0.0010437
60,65,60,65,0.00110591
61,65,61,65,0.00115629
62,65,62,65,0.0011918
63,65,63,65,0.00121017
64,65,64,65,0.00121017
65,65,65,65,0.0011918
66,65,66,65,0.00115629
67,65,67,65,0.00110591
68,65,68,65,0.0010437
69,65,69,65,0.000973036
70,65,70,65,0.000897304
71,65,71,65,0.000819598
72,65,72,65,0.000742525
73,65,73,65,0.000668118
74,65,74,65,0.000597829
75,65,75,65,0.000532585
76,65,76,65,0.000472874
77,65,77,65,0.000418843
78,65,78,65,0.000370388
79,65,79,65,0.000327238
80,65,80,65,0.00028902
81,65,81,65,0.000255308
82,65,82,65,0.000225656
83,65,83,65,0.000199628
84,65,84,65,0.00017681
85,65,85,65,0.000156817
86,65,86,65,0.000139301
87,65,87,65,0.00012395
88,65,88,65,0.000110486
89,65,89,65,9.86667e-05
90,65,90,65,8.82784e-05
91,65,91,65,7.91352e-05
92,65,92,65,7.10759e-05
93,65,93,65,6.39606e-05
94,65,94,65,5.76679e-05
95,65,95,65,5.20931e-05
96,65,96,65,4.71455e-05
97,65,97,65,4.27465e-05
98,65,98,65,3.88282e-05
99,65,99,65,3.53317e-05
100,65,100,65,3.22059e-05
101,65,101,65,2.94064e-05
102,65,102,65,2.68948e-05
103,65,103,65,2.46375e-05
104,65,104,65,2.26051e-05
105,65,105,65,2.07723e-05
106,65,106,65,1.91165e-05
107,65,107,65,1.76183e-05
108,65,108,65,1.62604e-05
109,65,109,65,1.50278e-05
110,65,110,65,1.39073e-05
111,65,111,65,1.2887e-05
112,65,112,65,1.19567e-05
113,65,113,65,1.11071e-05
114,65,114,65,1.03303e-05
115,65,115,65,9.61897e-06
116,65,116,65,8.96675e-06
117,65,117,65,8.36795e-06
118,65,118,65,7.81749e-06
119,65,119,65,7.31084e-06
120,65,120,65,6.84396e-06
121,65,121,65,6.41321e-06
122,65,122,65,6.01534e-06
123,65,123,65,5.64742e-06
124,65,124,65,5.30684e-06
125,65,125,65,4.99121e-06
126,65,126,65,4.69842e-06
127,65,127,65,0.000249442
0,66,0,66,0.000248487
1,66,1,66,4.6894e-06
2,66,2,66,4.98135e-06
3,66,3,66,5.29602e-06
4,66,4,66,5.63555e-06
5,66,5,66,6.00228e-06
6,66,6,66,6.39884e-06
7,66,7,66,6.82812e-06
8,66,8,66,7.29336e-06
9,66,9,66,7.79815e-06
10,66,10,66,8.34654e-06
11,66,11,66,8.943e-06
12,66,12,66,9.59259e-06
13,66,13,66,1.03009e-05
14,66,14,66,1.10744e-05
15,66,15,66,1.19201e-05
16,66,16,66,1.28461e-05
17,66,17,66,1.38614e-05
18,66,18,66,1.49763e-05
19,66,19,66,1.62025e-05
20,66,20,66,1.75529e-05
21,66,21,66,1.90426e-05
22,66,22,66,2.06886e-05
23,66,23,66,2.25102e-05
24,66,24,66,2.45295e-05
25,66,25,66,2.67716e-05
26,66,26,66,2.92656e-05
27,66,27,66,3.20445e-05
28,66,28,66,3.51463e-05
29,66,29,66,3.86147e-05
30,66,30,66,4.24999e-05
31,66,31,66,4.686e-05
32,66,32,66,5.17616e-05
33,66,33,66,5.72818e-05
34,66,34,66,6.35097e-05
35,66,35,66,7.0548e-05
36,66,36,66,7.85152e-05
37,66,37,66,8.75481e-05
38,66,38,66,9.78041e-05
39,66,39,66,0.000109464
40,66,40,66,0.000122736
41,66,41,66,0.000137856
42,66,42,66,0.000155092
43,66,43,66,0.000174746
44,66,44,66,0.000197154
45,66,45,66,0.000222684
46,66,46,66,0.000251733
47,66,47,66,0.000284718
48,66,48,66,0.00032206
49,66,49,66,0.000364158
50,66,50,66,0.000411358
51,66,51,66,0.000463904
52,66,52,66,0.000521874
53,66,53,66,0.000585105
54,66,54,66,0.000653103
55,66,55,66,0.000724953
56,66,56,66,0.000799244
57,66,57,66,0.000874013
58,66,58,66,0.000946762
59,66,59,66,0.00101454
60,66,60,66,0.00107413
61,66,61,66,0.00112233
62,66,62,66,0.00115629
63,66,63,66,0.00117384
64,66,64,66,0.00117384
65,66,65,66,0.00115629
66,66,66,66,0.00112233
67,66,67,66,0.00107413
68,66,68,66,0.00101454
69,66,69,66,0.000946762
70,66,70,66,0.000874013
71,66,71,66,0.000799244
72,66,72,66,0.000724953
73,66,73,66,0.000653103
74,66,74,66,0.000585105
75,66,75,66,0.000521874
76,66,76,66,0.000463904
77,66,77,66,0.000411358
78,66,78,66,0.000364158
79,66,79,66,0.00032206
80,66,80,66,0.000284718
81,66,81,66,0.000251733
82,66,82,66,0.000222684
83,66,83,66,0.000197154
84,66,84,66,0.000174746
85,66,85,66,0.000155092
86,66,86,66,0.000137856
87,66,87,66,0.000122736
88,66,88,66,0.000109464
89,66,89,66,9.78041e-05
90,66,90,66,8.75481e-05
91,66,91,66,7.85152e-05
92,66,92,66,7.0548e-05
93,66,93,66,6.35097e-05
94,66,94,66,5.72818e-05
95,66,95,66,5.17616e-05
96,66,96,66,4.686e-05
97,66,97,66,4.24999e-05
98,66,98,66,3.86147e-05
99,66,99,66,3.51463e-05
100,66,100,66,3.20445e-05
101,66,101,66,2.92656e-05
102,66,102,66,2.67716e-05
103,66,103,66,2.45295e-05
104,66,104,66,2.25102e-05
105,66,105,66,2.06886e-05
106,66,106,66,1.90426e-05
107,66,107,66,1.75529e-05
108,66,108,66,1.62025e-05
109,66,109,66,1.49763e-05
110,66,110,66,1.38614e-05
111,66,111,66,1.28461e-05
112,66,112,66,1.19201e-05
113,66,113,66,1.10744e-05
114,66,114,66,1.03009e-05
115,66,115,66,9.59259e-06
116,66,116,66,8.943e-06
117,66,117,66,8.34654e-06
118,66,118,66,7.79815e-06
119,66,119,66,7.29336e-06
120,66,120,66,6.82812e-06
121,66,121,66,6.39884e-06
122,66,122,66,6.00228e-06
123,66,123,66,5.63555e-06
124,66,124,66,5.29602e-06
125,66,125,66,4.98135e-06
126,66,126,66,4.6894e-06
127,66,127,66,0.000248487
0,67,0,67,0.000247061
1,67,1,67,4.67593e-06
2,67,2,67,4.9666e-06
3,67,3,67,5.27986e-06
4,67,4,67,5.61781e-06
5,67,5,67,5.98278e-06
6,67,6,67,6.37738e-06
7,67,7,67,6.80446e-06
8,67,8,67,7.26724e-06
9,67,9,67,7.76929e-06
10,67,10,67,8.31457e-06
11,67,11,67,8.90756e-06
12,67,12,67,9.55322e-06
13,67,13,67,1.02571e-05
14,67,14,67,1.10256e-05
15,67,15,67,1.18656e-05
16,67,16,67,1.27851e-05
17,67,17,67,1.37931e-05
18,67,18,67,1.48996e-05
19,67,19,67,1.61161e-05
20,67,20,67,1.74556e-05
21,67,21,67,1.89327e-05
22,67,22,67,2.05641e-05
23,67,23,67,2.23689e-05
24,67,24,67,2.43688e-05
25,67,25,67,2.65885e-05
26,67,26,67,2.90563e-05
27,67,27,67,3.18047e-05
28,67,28,67,3.4871e-05
29,67,29,67,3.82977e-05
30,67,30,67,4.2134e-05
31,67,31,67,4.64365e-05
32,67,32,67,5.12701e-05
33,67,33,67,5.67099e-05
34,67,34,67,6.28423e-05
35,67,35,67,6.9767e-05
36,67,36,67,7.75987e-05
37,67,37,67,8.64695e-05
38,67,38,67,9.65313e-05
39,67,39,67,0.000107958
40,67,40,67,0.000120949
41,67,41,67,0.00013573
42,67,42,67,0.000152557
43,67,43,67,0.000171717
44,67,44,67,0.000193527
45,67,45,67,0.000218334
46,67,46,67,0.000246511
47,67,47,67,0.000278443
48,67,48,67,0.000314519
49,67,49,67,0.000355103
50,67,50,67,0.000400501
51,67,51,67,0.00045092
52,67,52,67,0.000506404
53,67,53,67,0.000566767
54,67,54,67,0.00063151
55,67,55,67,0.000699741
56,67,56,67,0.000770103
57,67,57,67,0.000840738
58,67,58,67,0.000909299
59,67,59,67,0.000973036
60,67,60,67,0.00102897
61,67,61,67,0.00107413
62,67,62,67,0.00110591
63,67,63,67,0.00112233
64,67,64,67,0.00112233
65,67,65,67,0.00110591
66,67,66,67,0.00107413
67,67,67,67,0.00102897
68,67,68,67,0.000973036
69,67,69,67,0.000909299
70,67,70,67,0.000840738
71,67,71,67,0.000770103
72,67,72,67,0.000699741
73,67,73,67,0.00063151
74,67,74,67,0.000566767
75,67,75,67,0.000506404
76,67,76,67,0.00045092
77,67,77,67,0.000400501
78,67,78,67,0.000355103
79,67,79,67,0.000314519
80,67,80,67,0.000278443
81,67,81,67,0.000246511
82,67,82,67,0.000218334
83,67,83,67,0.000193527
84,67,84,67,0.000171717
85,67,85,67,0.000152557
86,67,86,67,0.00013573
87,67,87,67,0.000120949
88,67,88,67,0.000107958
89,67,89,67,9.65313e-05
90,67,90,67,8.64695e-05
91,67,91,67,7.75987e-05
92,67,92,67,6.9767e-05
93,67,93,67,6.28423e-05
94,67,94,67,5.67099e-05
95,67,95,67,5.12701e-05
96,67,96,67,4.64365e-05
97,67,97,67,4.2134e-05
98,67,98,67,3.82977e-05
99,67,99,67,3.4871e-05
100,67,100,67,3.18047e-05
101,67,101,67,2.90563e-05
102,67,102,67,2.65885e-05
103,67,103,67,2.43688e-05
104,67,104,67,2.23689e-05
105,67,105,67,2.05641e-05
106,67,106,67,1.89327e-05
107,67,107,67,1.74556e-05
108,67,108,67,1.61161e-05
109,67,109,67,1.48996e-05
110,67,110,67,1.37931e-05
111,67,111,67,1.27851e-05
112,67,112,67,1.18656e-05
113,67,113,67,1.10256e-05
114,67,114,67,1.02571e-05
115,67,115,67,9.55322e-06
116,67,116,67,8.90756e-06
117,67,117,67,8.31457e-06
118,67,118,67,7.76929e-06
119,67,119,67,7.26724e-06
120,67,120,67,6.80446e-06
121,67,121,67,6.37738e-06
122,67,122,67,5.98278e-06
123,67,123,67,5.61781e-06
124,67,124,67,5.27986e-06
125,67,125,67,4.9666e-06
126,67,126,67,4.67593e-06
127,67,127,67,0.000247061
0,68,0,68,0.000245175
1,68,1,68,4.65806e-06
2,68,2,68,4.94704e-06
3,68,3,68,5.25842e-06
4,68,4,68,5.59428e-06
5,68,5,68,5.95693e-06
6,68,6,68,6.34893e-06
7,68,7,68,6.77311e-06
8,68,8,68,7.23264e-06
9,68,9,68,7.73104e-06
10,68,10,68,8.27224e-06
11,68,11,68,8.86062e-06
12,68,12,68,9.5011e-06
13,68,13,68,1.01992e-05
14,68,14,68,1.0961e-05
15,68,15,68,1.17935e-05
16,68,16,68,1.27045e-05
17,68,17,68,1.37027e-05
18,68,18,68,1.47982e-05
19,68,19,68,1.60021e-05
20,68,20,68,1.7327e-05
21,68,21,68,1.87875e-05
22,68,22,68,2.03998e-05
23,68,23,68,2.21826e-05
24,68,24,68,2.4157e-05
25,68,25,68,2.63471e-05
26,68,26,68,2.87807e-05
27,68,27,68,3.14892e-05
28,68,28,68,3.45089e-05
29,68,29,68,3.78811e-05
