i,j,x,y,energy_density
63,55,63,55,0.00944431
64,55,64,55,0.00944431
65,55,65,55,0.00933089
66,55,66,55,0.00911007
67,55,67,55,0.00879324
68,55,68,55,0.00839584
69,55,69,55,0.00793582
70,55,70,55,0.00743196
71,55,71,55,0.00690244
72,55,72,55,0.00636368
73,55,73,55,0.0058296
74,55,74,55,0.00531133
75,55,75,55,0.00481716
76,55,76,55,0.00435276
77,55,77,55,0.00392152
78,55,78,55,0.00352502
79,55,79,55,0.00316338
80,55,80,55,0.00283568
81,55,81,55,0.0025403
82,55,82,55,0.00227514
83,55,83,55,0.00203787
84,55,84,55,0.00182608
85,55,85,55,0.00163735
86,55,86,55,0.00146936
87,55,87,55,0.00131994
88,55,88,55,0.00118708
89,55,89,55,0.00106892
90,55,90,55,0.000963818
91,55,91,55,0.000870266
92,55,92,55,0.000786935
93,55,93,55,0.000712639
94,55,94,55,0.000646329
95,55,95,55,0.000587078
96,55,96,55,0.00053407
97,55,97,55,0.000486585
98,55,98,55,0.000443991
99,55,99,55,0.00040573
100,55,100,55,0.000371314
101,55,101,55,0.000340312
102,55,102,55,0.000312346
103,55,103,55,0.000287081
104,55,104,55,0.000264224
105,55,105,55,0.000243516
106,55,106,55,0.000224729
107,55,107,55,0.00020766
108,55,108,55,0.000192132
109,55,109,55,0.000177984
110,55,110,55,0.000165079
111,55,111,55,0.00015329
112,55,112,55,0.000142507
113,55,113,55,0.000132633
114,55,114,55,0.000123578
115,55,115,55,0.000115265
116,55,116,55,0.000107624
117,55,117,55,0.000100591
118,55,118,55,9.41124e-05
119,55,119,55,8.81362e-05
120,55,120,55,8.26178e-05
121,55,121,55,7.75164e-05
122,55,122,55,7.27957e-05
123,55,123,55,6.84227e-05
124,55,124,55,6.43675e-05
125,55,125,55,6.06035e-05
126,55,126,55,5.71062e-05
127,55,127,55,0.110083
0,56,0,56,0.110907
1,56,1,56,5.75402e-05
2,56,2,56,6.1078e-05
3,56,3,56,6.48871e-05
4,56,4,56,6.89922e-05
5,56,5,56,7.34208e-05
6,56,6,56,7.82034e-05
7,56,7,56,8.33738e-05
8,56,8,56,8.89695e-05
9,56,9,56,9.5032e-05
10,56,10,56,0.000101608
11,56,11,56,0.000108749
12,56,12,56,0.000116512
13,56,13,56,0.000124963
14,56,14,56,0.000134173
15,56,15,56,0.000144224
16,56,16,56,0.000155206
17,56,17,56,0.00016722
18,56,18,56,0.000180383
19,56,19,56,0.000194822
20,56,20,56,0.000210685
21,56,21,56,0.000228136
22,56,22,56,0.000247361
23,56,23,56,0.000268571
24,56,24,56,0.000292007
25,56,25,56,0.000317939
26,56,26,56,0.000346678
27,56,27,56,0.000378574
28,56,28,56,0.000414027
29,56,29,56,0.000453495
30,56,30,56,0.000497498
31,56,31,56,0.000546628
32,56,32,56,0.000601563
33,56,33,56,0.000663076
34,56,34,56,0.000732047
35,56,35,56,0.000809479
36,56,36,56,0.000896513
37,56,37,56,0.000994444
38,56,38,56,0.00110474
39,56,39,56,0.00122904
40,56,40,56,0.00136922
41,56,41,56,0.00152732
42,56,42,56,0.00170564
43,56,43,56,0.00190665
44,56,44,56,0.00213303
45,56,45,56,0.0023876
46,56,46,56,0.00267325
47,56,47,56,0.00299282
48,56,48,56,0.00334894
49,56,49,56,0.0037438
50,56,50,56,0.00417886
51,56,51,56,0.00465444
52,56,52,56,0.00516929
53,56,53,56,0.00572006
54,56,54,56,0.00630079
55,56,55,56,0.00690244
56,56,56,56,0.00751255
57,56,57,56,0.00811518
58,56,58,56,0.00869128
59,56,59,56,0.00921948
60,56,60,56,0.00967743
61,56,61,56,0.0100436
62,56,62,56,0.0102994
63,56,63,56,0.010431
64,56,64,56,0.010431
65,56,65,56,0.0102994
66,56,66,56,0.0100436
67,56,67,56,0.00967743
68,56,68,56,0.00921948
69,56,69,56,0.00869128
70,56,70,56,0.00811518
71,56,71,56,0.00751255
72,56,72,56,0.00690244
73,56,73,56,0.00630079
74,56,74,56,0.00572006
75,56,75,56,0.00516929
76,56,76,56,0.00465444
77,56,77,56,0.00417886
78,56,78,56,0.0037438
79,56,79,56,0.00334894
80,56,80,56,0.00299282
81,56,81,56,0.00267325
82,56,82,56,0.0023876
83,56,83,56,0.00213303
84,56,84,56,0.00190665
85,56,85,56,0.00170564
86,56,86,56,0.00152732
87,56,87,56,0.00136922
88,56,88,56,0.00122904
89,56,89,56,0.00110474
90,56,90,56,0.000994444
91,56,91,56,0.000896513
92,56,92,56,0.000809479
93,56,93,56,0.000732047
94,56,94,56,0.000663076
95,56,95,56,0.000601563
96,56,96,56,0.000546628
97,56,97,56,0.000497498
98,56,98,56,0.000453495
99,56,99,56,0.000414027
100,56,100,56,0.000378574
101,56,101,56,0.000346678
102,56,102,56,0.000317939
103,56,103,56,0.000292007
104,56,104,56,0.000268571
105,56,105,56,0.000247361
106,56,106,56,0.000228136
107,56,107,56,0.000210685
108,56,108,56,0.000194822
109,56,109,56,0.000180383
110,56,110,56,0.00016722
111,56,111,56,0.000155206
112,56,112,56,0.000144224
113,56,113,56,0.000134173
114,56,114,56,0.000124963
115,56,115,56,0.000116512
116,56,116,56,0.000108749
117,56,117,56,0.000101608
118,56,118,56,9.5032e-05
119,56,119,56,8.89695e-05
120,56,120,56,8.33738e-05
121,56,121,56,7.82034e-05
122,56,122,56,7.34208e-05
123,56,123,56,6.89922e-05
124,56,124,56,6.48871e-05
125,56,125,56,6.1078e-05
126,56,126,56,5.75402e-05
127,56,127,56,0.110907
0,57,0,57,0.111636
1,57,1,57,5.7924e-05
2,57,2,57,6.14978e-05
3,57,3,57,6.53468e-05
4,57,4,57,6.94963e-05
5,57,5,57,7.39744e-05
6,57,6,57,7.88121e-05
7,57,7,57,8.4044e-05
8,57,8,57,8.97083e-05
9,57,9,57,9.58478e-05
10,57,10,57,0.00010251
11,57,11,57,0.000109748
12,57,12,57,0.000117621
13,57,13,57,0.000126194
14,57,14,57,0.000135544
15,57,15,57,0.000145751
16,57,16,57,0.000156911
17,57,17,57,0.000169128
18,57,18,57,0.000182521
19,57,19,57,0.000197224
20,57,20,57,0.000213387
21,57,21,57,0.000231181
22,57,22,57,0.0002508
23,57,23,57,0.000272464
24,57,24,57,0.000296422
25,57,25,57,0.000322958
26,57,26,57,0.000352395
27,57,27,57,0.000385101
28,57,28,57,0.000421498
29,57,29,57,0.000462064
30,57,30,57,0.00050735
31,57,31,57,0.000557983
32,57,32,57,0.000614682
33,57,33,57,0.00067827
34,57,34,57,0.000749687
35,57,35,57,0.000830009
36,57,36,57,0.000920465
37,57,37,57,0.00102245
38,57,38,57,0.00113757
39,57,39,57,0.00126762
40,57,40,57,0.00141463
41,57,41,57,0.0015809
42,57,42,57,0.00176896
43,57,43,57,0.0019816
44,57,44,57,0.00222186
45,57,45,57,0.00249299
46,57,46,57,0.00279833
47,57,47,57,0.00314127
48,57,48,57,0.00352502
49,57,49,57,0.00395237
50,57,50,57,0.00442537
51,57,51,57,0.00494488
52,57,52,57,0.00551003
53,57,53,57,0.00611763
54,57,54,57,0.00676152
55,57,55,57,0.00743196
56,57,56,57,0.00811518
57,57,57,57,0.00879323
58,57,58,57,0.0094443
59,57,59,57,0.0100436
60,57,60,57,0.0105651
61,57,61,57,0.0109832
62,57,62,57,0.0112759
63,57,63,57,0.0114266
64,57,64,57,0.0114266
65,57,65,57,0.0112759
66,57,66,57,0.0109832
67,57,67,57,0.0105651
68,57,68,57,0.0100436
69,57,69,57,0.0094443
70,57,70,57,0.00879323
71,57,71,57,0.00811518
72,57,72,57,0.00743196
73,57,73,57,0.00676152
74,57,74,57,0.00611763
75,57,75,57,0.00551003
76,57,76,57,0.00494488
77,57,77,57,0.00442537
78,57,78,57,0.00395237
79,57,79,57,0.00352502
80,57,80,57,0.00314127
81,57,81,57,0.00279833
82,57,82,57,0.00249299
83,57,83,57,0.00222186
84,57,84,57,0.0019816
85,57,85,57,0.00176896
86,57,86,57,0.0015809
87,57,87,57,0.00141463
88,57,88,57,0.00126762
89,57,89,57,0.00113757
90,57,90,57,0.00102245
91,57,91,57,0.000920465
92,57,92,57,0.000830009
93,57,93,57,0.000749687
94,57,94,57,0.00067827
95,57,95,57,0.000614682
96,57,96,57,0.000557983
97,57,97,57,0.00050735
98,57,98,57,0.000462064
99,57,99,57,0.000421498
100,57,100,57,0.000385101
101,57,101,57,0.000352395
102,57,102,57,0.000322958
103,57,103,57,0.000296422
104,57,104,57,0.000272464
105,57,105,57,0.0002508
106,57,106,57,0.000231181
107,57,107,57,0.000213387
108,57,108,57,0.000197224
109,57,109,57,0.000182521
110,57,110,57,0.000169128
111,57,111,57,0.000156911
112,57,112,57,0.000145751
113,57,113,57,0.000135544
114,57,114,57,0.000126194
115,57,115,57,0.000117621
116,57,116,57,0.000109748
117,57,117,57,0.00010251
118,57,118,57,9.58478e-05
119,57,119,57,8.97083e-05
120,57,120,57,8.4044e-05
121,57,121,57,7.88121e-05
122,57,122,57,7.39744e-05
123,57,123,57,6.94963e-05
124,57,124,57,6.53468e-05
125,57,125,57,6.14978e-05
126,57,126,57,5.7924e-05
127,57,127,57,0.111636
0,58,0,58,0.112267
1,58,1,58,5.82561e-05
2,58,2,58,6.18611e-05
3,58,3,58,6.57448e-05
4,58,4,58,6.99329e-05
5,58,5,58,7.44539e-05
6,58,6,58,7.93395e-05
7,58,7,58,8.46248e-05
8,58,8,58,9.0349e-05
9,58,9,58,9.65555e-05
10,58,10,58,0.000103293
11,58,11,58,0.000110615
12,58,12,58,0.000118583
13,58,13,58,0.000127264
14,58,14,58,0.000136735
15,58,15,58,0.00014708
16,58,16,58,0.000158396
17,58,17,58,0.00017079
18,58,18,58,0.000184385
19,58,19,58,0.000199317
20,58,20,58,0.000215744
21,58,21,58,0.00023384
22,58,22,58,0.000253806
23,58,23,58,0.000275869
24,58,24,58,0.000300287
25,58,25,58,0.000327355
26,58,26,58,0.000357409
27,58,27,58,0.000390832
28,58,28,58,0.000428063
29,58,29,58,0.000469604
30,58,30,58,0.000516029
31,58,31,58,0.000568
32,58,32,58,0.000626272
33,58,33,58,0.000691713
34,58,34,58,0.00076532
35,58,35,58,0.000848235
36,58,36,58,0.000941767
37,58,37,58,0.00104742
38,58,38,58,0.00116689
39,58,39,58,0.00130215
40,58,40,58,0.00145539
41,58,41,58,0.0016291
42,58,42,58,0.00182608
43,58,43,58,0.00204942
44,58,44,58,0.0023025
45,58,45,58,0.00258897
46,58,46,58,0.00291266
47,58,47,58,0.00327749
48,58,48,58,0.00368724
49,58,49,58,0.00414533
50,58,50,58,0.00465444
51,58,51,58,0.005216
52,58,52,58,0.00582961
53,58,53,58,0.00649231
54,58,54,58,0.00719783
55,58,55,58,0.00793582
56,58,56,58,0.00869128
57,58,57,58,0.0094443
58,58,58,58,0.0101703
59,58,59,58,0.0108411
60,58,60,58,0.0114266
61,58,61,58,0.0118974
62,58,62,58,0.0122276
63,58,63,58,0.0123978
64,58,64,58,0.0123978
65,58,65,58,0.0122276
66,58,66,58,0.0118974
67,58,67,58,0.0114266
68,58,68,58,0.0108411
69,58,69,58,0.0101703
70,58,70,58,0.0094443
71,58,71,58,0.00869128
72,58,72,58,0.00793582
73,58,73,58,0.00719783
74,58,74,58,0.00649231
75,58,75,58,0.00582961
76,58,76,58,0.005216
77,58,77,58,0.00465444
78,58,78,58,0.00414533
79,58,79,58,0.00368724
80,58,80,58,0.00327749
81,58,81,58,0.00291266
82,58,82,58,0.00258897
83,58,83,58,0.0023025
84,58,84,58,0.00204942
85,58,85,58,0.00182608
86,58,86,58,0.0016291
87,58,87,58,0.00145539
88,58,88,58,0.00130215
89,58,89,58,0.00116689
90,58,90,58,0.00104742
91,58,91,58,0.000941767
92,58,92,58,0.000848235
93,58,93,58,0.00076532
94,58,94,58,0.000691713
95,58,95,58,0.000626272
96,58,96,58,0.000568
97,58,97,58,0.000516029
98,58,98,58,0.000469604
99,58,99,58,0.000428063
100,58,100,58,0.000390832
101,58,101,58,0.000357409
102,58,102,58,0.000327355
103,58,103,58,0.000300287
104,58,104,58,0.000275869
105,58,105,58,0.000253806
106,58,106,58,0.00023384
107,58,107,58,0.000215744
108,58,108,58,0.000199317
109,58,109,58,0.000184385
110,58,110,58,0.00017079
111,58,111,58,0.000158396
112,58,112,58,0.00014708
113,58,113,58,0.000136735
114,58,114,58,0.000127264
115,58,115,58,0.000118583
116,58,116,58,0.000110615
117,58,117,58,0.000103293
118,58,118,58,9.65555e-05
119,58,119,58,9.0349e-05
120,58,120,58,8.46248e-05
121,58,121,58,7.93395e-05
122,58,122,58,7.44539e-05
123,58,123,58,6.99329e-05
124,58,124,58,6.57448e-05
125,58,125,58,6.18611e-05
126,58,126,58,5.82561e-05
127,58,127,58,0.112267
0,59,0,59,0.112796
1,59,1,59,5.8535e-05
2,59,2,59,6.21664e-05
3,59,3,59,6.60793e-05
4,59,4,59,7.02998e-05
5,59,5,59,7.4857e-05
6,59,6,59,7.9783e-05
7,59,7,59,8.51134e-05
8,59,8,59,9.08881e-05
9,59,9,59,9.71512e-05
10,59,10,59,0.000103952
11,59,11,59,0.000111346
12,59,12,59,0.000119394
13,59,13,59,0.000128166
14,59,14,59,0.00013774
15,59,15,59,0.000148201
16,59,16,59,0.000159649
17,59,17,59,0.000172194
18,59,18,59,0.00018596
19,59,19,59,0.000201088
20,59,20,59,0.000217738
21,59,21,59,0.000236091
22,59,22,59,0.000256352
23,59,23,59,0.000278755
24,59,24,59,0.000303565
25,59,25,59,0.000331088
26,59,26,59,0.000361669
27,59,27,59,0.000395706
28,59,28,59,0.000433652
29,59,29,59,0.000476028
30,59,30,59,0.000523434
31,59,31,59,0.000576555
32,59,32,59,0.000636182
33,59,33,59,0.000703223
34,59,34,59,0.000778723
35,59,35,59,0.000863885
36,59,36,59,0.00096009
37,59,37,59,0.00106892
38,59,38,59,0.0011922
39,59,39,59,0.00133201
40,59,40,59,0.0014907
41,59,41,59,0.00167097
42,59,42,59,0.00187582
43,59,43,59,0.00210863
44,59,44,59,0.00237309
45,59,45,59,0.00267325
46,59,46,59,0.00301338
47,59,47,59,0.00339788
48,59,48,59,0.00383112
49,59,49,59,0.00431713
50,59,50,59,0.00485919
51,59,51,59,0.00545933
52,59,52,59,0.00611763
53,59,53,59,0.00683145
54,59,54,59,0.00759446
55,59,55,59,0.00839584
56,59,56,59,0.00921948
57,59,57,59,0.0100436
58,59,58,59,0.0108411
59,59,59,59,0.0115804
60,59,60,59,0.0122276
61,59,61,59,0.0127491
62,59,62,59,0.0131156
63,59,63,59,0.0133047
64,59,64,59,0.0133047
65,59,65,59,0.0131156
66,59,66,59,0.0127491
67,59,67,59,0.0122276
68,59,68,59,0.0115804
69,59,69,59,0.0108411
70,59,70,59,0.0100436
71,59,71,59,0.00921948
72,59,72,59,0.00839584
73,59,73,59,0.00759446
74,59,74,59,0.00683145
75,59,75,59,0.00611763
76,59,76,59,0.00545933
77,59,77,59,0.00485919
78,59,78,59,0.00431713
79,59,79,59,0.00383112
80,59,80,59,0.00339788
81,59,81,59,0.00301338
82,59,82,59,0.00267325
83,59,83,59,0.00237309
84,59,84,59,0.00210863
85,59,85,59,0.00187582
86,59,86,59,0.00167097
87,59,87,59,0.0014907
88,59,88,59,0.00133201
89,59,89,59,0.0011922
90,59,90,59,0.00106892
91,59,91,59,0.00096009
92,59,92,59,0.000863885
93,59,93,59,0.000778723
94,59,94,59,0.000703223
95,59,95,59,0.000636182
96,59,96,59,0.000576555
97,59,97,59,0.000523434
98,59,98,59,0.000476028
99,59,99,59,0.000433652
100,59,100,59,0.000395706
101,59,101,59,0.000361669
102,59,102,59,0.000331088
103,59,103,59,0.000303565
104,59,104,59,0.000278755
105,59,105,59,0.000256352
106,59,106,59,0.000236091
107,59,107,59,0.000217738
108,59,108,59,0.000201088
109,59,109,59,0.00018596
110,59,110,59,0.000172194
111,59,111,59,0.000159649
112,59,112,59,0.000148201
113,59,113,59,0.00013774
114,59,114,59,0.000128166
115,59,115,59,0.000119394
116,59,116,59,0.000111346
117,59,117,59,0.000103952
118,59,118,59,9.71512e-05
119,59,119,59,9.08881e-05
120,59,120,59,8.51134e-05
121,59,121,59,7.9783e-05
122,59,122,59,7.4857e-05
123,59,123,59,7.02998e-05
124,59,124,59,6.60793e-05
125,59,125,59,6.21664e-05
126,59,126,59,5.8535e-05
127,59,127,59,0.112796
0,60,0,60,0.113223
1,60,1,60,5.87595e-05
2,60,2,60,6.24122e-05
3,60,3,60,6.63487e-05
4,60,4,60,7.05955e-05
5,60,5,60,7.51819e-05
6,60,6,60,8.01405e-05
7,60,7,60,8.55074e-05
8,60,8,60,9.13229e-05
9,60,9,60,9.76317e-05
10,60,10,60,0.000104484
11,60,11,60,0.000111936
12,60,12,60,0.000120049
13,60,13,60,0.000128895
14,60,14,60,0.000138552
15,60,15,60,0.000149107
16,60,16,60,0.000160662
17,60,17,60,0.000173329
18,60,18,60,0.000187234
19,60,19,60,0.000202521
20,60,20,60,0.000219353
21,60,21,60,0.000237915
22,60,22,60,0.000258416
23,60,23,60,0.000281096
24,60,24,60,0.000306227
25,60,25,60,0.000334121
26,60,26,60,0.000365133
27,60,27,60,0.000399671
28,60,28,60,0.000438202
29,60,29,60,0.000481263
30,60,30,60,0.000529472
31,60,31,60,0.000583539
32,60,32,60,0.00064428
33,60,33,60,0.000712639
34,60,34,60,0.000789701
35,60,35,60,0.000876719
36,60,36,60,0.000975135
37,60,37,60,0.00108661
38,60,38,60,0.00121305
39,60,39,60,0.00135664
40,60,40,60,0.00151989
41,60,41,60,0.00170564
42,60,42,60,0.00191709
43,60,43,60,0.00215786
44,60,44,60,0.00243193
45,60,45,60,0.00274367
46,60,46,60,0.00309775
47,60,47,60,0.00349903
48,60,48,60,0.00395238
49,60,49,60,0.00446237
50,60,50,60,0.00503286
51,60,51,60,0.00566645
52,60,52,60,0.00636369
53,60,53,60,0.00712224
54,60,54,60,0.00793583
55,60,55,60,0.00879324
56,60,56,60,0.00967743
57,60,57,60,0.0105651
58,60,58,60,0.0114266
59,60,59,60,0.0122276
60,60,60,60,0.0129304
61,60,61,60,0.013498
62,60,62,60,0.0138973
63,60,63,60,0.0141037
64,60,64,60,0.0141037
65,60,65,60,0.0138973
66,60,66,60,0.013498
67,60,67,60,0.0129304
68,60,68,60,0.0122276
69,60,69,60,0.0114266
70,60,70,60,0.0105651
71,60,71,60,0.00967743
72,60,72,60,0.00879324
73,60,73,60,0.00793583
74,60,74,60,0.00712224
75,60,75,60,0.00636369
76,60,76,60,0.00566645
77,60,77,60,0.00503286
78,60,78,60,0.00446237
79,60,79,60,0.00395238
80,60,80,60,0.00349903
81,60,81,60,0.00309775
82,60,82,60,0.00274367
83,60,83,60,0.00243193
84,60,84,60,0.00215786
85,60,85,60,0.00191709
86,60,86,60,0.00170564
87,60,87,60,0.00151989
88,60,88,60,0.00135664
89,60,89,60,0.00121305
90,60,90,60,0.00108661
91,60,91,60,0.000975135
92,60,92,60,0.000876719
93,60,93,60,0.000789701
94,60,94,60,0.000712639
95,60,95,60,0.00064428
96,60,96,60,0.000583539
97,60,97,60,0.000529472
98,60,98,60,0.000481263
99,60,99,60,0.000438202
100,60,100,60,0.000399671
101,60,101,60,0.000365133
102,60,102,60,0.000334121
103,60,103,60,0.000306227
104,60,104,60,0.000281096
105,60,105,60,0.000258416
106,60,106,60,0.000237915
107,60,107,60,0.000219353
108,60,108,60,0.000202521
109,60,109,60,0.000187234
110,60,110,60,0.000173329
111,60,111,60,0.000160662
112,60,112,60,0.000149107
113,60,113,60,0.000138552
114,60,114,60,0.000128895
115,60,115,60,0.000120049
116,60,116,60,0.000111936
117,60,117,60,0.000104484
118,60,118,60,9.76317e-05
119,60,119,60,9.13229e-05
120,60,120,60,8.55074e-05
121,60,121,60,8.01405e-05
122,60,122,60,7.51819e-05
123,60,123,60,7.05955e-05
124,60,124,60,6.63487e-05
125,60,125,60,6.24122e-05
126,60,126,60,5.87595e-05
127,60,127,60,0.113223
0,61,0,61,0.113544
1,61,1,61,5.89288e-05
2,61,2,61,6.25975e-05
3,61,3,61,6.65518e-05
4,61,4,61,7.08184e-05
5,61,5,61,7.54269e-05
6,61,6,61,8.04102e-05
7,61,7,61,8.58047e-05
8,61,8,61,9.1651e-05
9,61,9,61,9.79945e-05
10,61,10,61,0.000104886
11,61,11,61,0.000112381
12,61,12,61,0.000120544
13,61,13,61,0.000129445
14,61,14,61,0.000139165
15,61,15,61,0.000149793
16,61,16,61,0.000161429
17,61,17,61,0.000174188
18,61,18,61,0.000188198
19,61,19,61,0.000203606
20,61,20,61,0.000220577
21,61,21,61,0.000239297
22,61,22,61,0.000259981
23,61,23,61,0.000282872
24,61,24,61,0.000308247
25,61,25,61,0.000336423
26,61,26,61,0.000367763
27,61,27,61,0.000402683
28,61,28,61,0.000441662
29,61,29,61,0.000485247
30,61,30,61,0.00053407
31,61,31,61,0.00058886
32,61,32,61,0.000650456
33,61,33,61,0.000719826
34,61,34,61,0.000798088
35,61,35,61,0.000886533
36,61,36,61,0.000986652
37,61,37,61,0.00110016
38,61,38,61,0.00122904
39,61,39,61,0.00137557
40,61,40,61,0.00154235
41,61,41,61,0.00173235
42,61,42,61,0.00194895
43,61,43,61,0.00219593
44,61,44,61,0.00247751
45,61,45,61,0.00279833
46,61,46,61,0.00316338
47,61,47,61,0.00357789
48,61,48,61,0.00404714
49,61,49,61,0.00457616
50,61,50,61,0.0051693
51,61,51,61,0.00582962
52,61,52,61,0.0065581
53,61,53,61,0.00735268
54,61,54,61,0.00820717
55,61,55,61,0.00911007
56,61,56,61,0.0100436
57,61,57,61,0.0109832
58,61,58,61,0.0118974
59,61,59,61,0.0127491
60,61,60,61,0.013498
61,61,61,61,0.0141037
62,61,62,61,0.0145303
63,61,63,61,0.014751
64,61,64,61,0.014751
65,61,65,61,0.0145303
66,61,66,61,0.0141037
67,61,67,61,0.013498
68,61,68,61,0.0127491
69,61,69,61,0.0118974
70,61,70,61,0.0109832
71,61,71,61,0.0100436
72,61,72,61,0.00911007
73,61,73,61,0.00820717
74,61,74,61,0.00735268
75,61,75,61,0.0065581
76,61,76,61,0.00582962
77,61,77,61,0.0051693
78,61,78,61,0.00457616
79,61,79,61,0.00404714
80,61,80,61,0.00357789
81,61,81,61,0.00316338
82,61,82,61,0.00279833
83,61,83,61,0.00247751
84,61,84,61,0.00219593
85,61,85,61,0.00194895
86,61,86,61,0.00173235
87,61,87,61,0.00154235
88,61,88,61,0.00137557
89,61,89,61,0.00122904
90,61,90,61,0.00110016
91,61,91,61,0.000986652
92,61,92,61,0.000886533
93,61,93,61,0.000798088
94,61,94,61,0.000719826
95,61,95,61,0.000650456
96,61,96,61,0.00058886
97,61,97,61,0.00053407
98,61,98,61,0.000485247
99,61,99,61,0.000441662
100,61,100,61,0.000402683
101,61,101,61,0.000367763
102,61,102,61,0.000336423
103,61,103,61,0.000308247
104,61,104,61,0.000282872
105,61,105,61,0.000259981
106,61,106,61,0.000239297
107,61,107,61,0.000220577
108,61,108,61,0.000203606
109,61,109,61,0.000188198
110,61,110,61,0.000174188
111,61,111,61,0.000161429
112,61,112,61,0.000149793
113,61,113,61,0.000139165
114,61,114,61,0.000129445
115,61,115,61,0.000120544
116,61,116,61,0.000112381
117,61,117,61,0.000104886
118,61,118,61,9.79945e-05
119,61,119,61,9.1651e-05
120,61,120,61,8.58047e-05
121,61,121,61,8.04102e-05
122,61,122,61,7.54269e-05
123,61,123,61,7.08184e-05
124,61,124,61,6.65518e-05
125,61,125,61,6.25975e-05
126,61,126,61,5.89288e-05
127,61,127,61,0.113544
0,62,0,62,0.113759
1,62,1,62,5.90421e-05
2,62,2,62,6.27215e-05
3,62,3,62,6.66877e-05
4,62,4,62,7.09676e-05
5,62,5,62,7.5591e-05
6,62,6,62,8.05908e-05
7,62,7,62,8.60037e-05
8,62,8,62,9.18708e-05
9,62,9,62,9.82375e-05
10,62,10,62,0.000105155
11,62,11,62,0.00011268
12,62,12,62,0.000120876
13,62,13,62,0.000129814
14,62,14,62,0.000139576
15,62,15,62,0.000150252
16,62,16,62,0.000161943
17,62,17,62,0.000174764
18,62,18,62,0.000188845
19,62,19,62,0.000204334
20,62,20,62,0.000221398
21,62,21,62,0.000240225
22,62,22,62,0.000261032
23,62,23,62,0.000284065
24,62,24,62,0.000309604
25,62,25,62,0.00033797
26,62,26,62,0.000369532
27,62,27,62,0.000404711
28,62,28,62,0.000443991
29,62,29,62,0.00048793
30,62,30,62,0.000537169
31,62,31,62,0.000592448
32,62,32,62,0.000654622
33,62,33,62,0.000724677
34,62,34,62,0.000803753
35,62,35,62,0.000893168
36,62,36,62,0.000994444
37,62,37,62,0.00110934
38,62,38,62,0.00123988
39,62,39,62,0.00138841
40,62,40,62,0.0015576
41,62,41,62,0.00175051
42,62,42,62,0.00197063
43,62,43,62,0.00222187
44,62,44,62,0.00250861
45,62,45,62,0.00283569
46,62,46,62,0.0032083
47,62,47,62,0.00363195
48,62,48,62,0.00411221
49,62,49,62,0.00465445
50,62,50,62,0.00526336
51,62,51,62,0.00594234
52,62,52,62,0.00669269
53,62,53,62,0.00751257
54,62,54,62,0.00839585
55,62,55,62,0.00933089
56,62,56,62,0.0102994
57,62,57,62,0.0112759
58,62,58,62,0.0122276
59,62,59,62,0.0131156
60,62,60,62,0.0138973
61,62,61,62,0.0145303
62,62,62,62,0.0149766
63,62,63,62,0.0152075
64,62,64,62,0.0152075
65,62,65,62,0.0149766
66,62,66,62,0.0145303
67,62,67,62,0.0138973
68,62,68,62,0.0131156
69,62,69,62,0.0122276
70,62,70,62,0.0112759
71,62,71,62,0.0102994
72,62,72,62,0.00933089
73,62,73,62,0.00839585
74,62,74,62,0.00751257
75,62,75,62,0.00669269
76,62,76,62,0.00594234
77,62,77,62,0.00526336
78,62,78,62,0.00465445
79,62,79,62,0.00411221
80,62,80,62,0.00363195
81,62,81,62,0.0032083
82,62,82,62,0.00283569
83,62,83,62,0.00250861
84,62,84,62,0.00222187
85,62,85,62,0.00197063
86,62,86,62,0.00175051
87,62,87,62,0.0015576
88,62,88,62,0.00138841
89,62,89,62,0.00123988
90,62,90,62,0.00110934
91,62,91,62,0.000994444
92,62,92,62,0.000893168
93,62,93,62,0.000803753
94,62,94,62,0.000724677
95,62,95,62,0.000654622
96,62,96,62,0.000592448
97,62,97,62,0.000537169
98,62,98,62,0.00048793
99,62,99,62,0.000443991
100,62,100,62,0.000404711
101,62,101,62,0.000369532
102,62,102,62,0.00033797
103,62,103,62,0.000309604
104,62,104,62,0.000284065
105,62,105,62,0.000261032
106,62,106,62,0.000240225
107,62,107,62,0.000221398
108,62,108,62,0.000204334
109,62,109,62,0.000188845
110,62,110,62,0.000174764
111,62,111,62,0.000161943
112,62,112,62,0.000150252
113,62,113,62,0.000139576
114,62,114,62,0.000129814
115,62,115,62,0.000120876
116,62,116,62,0.00011268
117,62,117,62,0.000105155
118,62,118,62,9.82375e-05
119,62,119,62,9.18708e-05
120,62,120,62,8.60037e-05
121,62,121,62,8.05908e-05
122,62,122,62,7.5591e-05
123,62,123,62,7.09676e-05
124,62,124,62,6.66877e-05
125,62,125,62,6.27215e-05
126,62,126,62,5.90421e-05
127,62,127,62,0.113759
0,63,0,63,0.113867
1,63,1,63,5.90988e-05
2,63,2,63,6.27836e-05
3,63,3,63,6.67558e-05
4,63,4,63,7.10424e-05
5,63,5,63,7.56732e-05
6,63,6,63,8.06813e-05
7,63,7,63,8.61035e-05
8,63,8,63,9.19809e-05
9,63,9,63,9.83593e-05
10,63,10,63,0.00010529
11,63,11,63,0.000112829
12,63,12,63,0.000121042
13,63,13,63,0.00013
14,63,14,63,0.000139783
15,63,15,63,0.000150482
16,63,16,63,0.000162201
17,63,17,63,0.000175053
18,63,18,63,0.00018917
